Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Product Quantity,UOM,MRP,Price,Short Product Description,Long Product Description,SKU Code,Manufacturer,Country Of Origin,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD Available (Y/N),Image,Image.1,Image.2,Image.3,Image.4,Image.5,Image.6,Image.7,Image.8,Image.9,Net Quantity,Brand,Pack Quantity,Pack Size,UPC/EAN,FSSAI no,Preservatives,Preservatives (details),Flavours & Spices,Ready to cook,Ready to eat,Rice grain type,Recommended Age ,Baby Weight,Absorption Duration (in Hrs),Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Ingredients,Usage,Marketed By,Nutritional Facts
EU00000781,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,"Britannia Winkin Cow ClassicLassi,  180 ml  Tetra Pack",180 ml Tetra Pack,ML,25,23.75,"Britannia Winkin Cow Lassi is very thick, very creamy and loaded with taste. This delicious thick lassi is loaded with the goodness of yoghurt and is the perfect balance between health and taste.", , ,"Britannia Industries Ltd.,  Prestige Shanthiniketan,  Tower C, Whitefield, Bangalore-560048, Karnataka",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40192553_3-britannia-winkin-cow-classic-lassi.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40192553-2_3-britannia-winkin-cow-classic-lassi.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40192553-3_3-britannia-winkin-cow-classic-lassi.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40192553-4_3-britannia-winkin-cow-classic-lassi.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40192553-5_3-britannia-winkin-cow-classic-lassi.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40192553-6_3-britannia-winkin-cow-classic-lassi.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40192553-7_3-britannia-winkin-cow-classic-lassi.jpg,,,,,Britannia,1,1,'40192553,'10015043001129, , , , , , , , , , , , , , , , ,"Curd(45%), Water, Sugar, Stabilizers[466, 451(i), 331(iii), 415 and 440] And Acidity Regulator[330].",Shake and Drink.,"Britannia Industries Ltd., Prestige Shanthiniketan, Tower C,Whitefield,Bangalore-560048,Karnataka",
EU00000782,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,"Yoghino Milk and Yogurt Smoothie - Blueberry,  Rich In Protein,  Good For Digestion,  190 ml",190 ml ,ML,70,70,Yoghino Yogurt Smoothie â Blueberry is a wonderful beverage to enjoy in the mornings. The Yoghino Yogurt Smoothie â Blueberry is rich in flavour and consistency. It contains greek yogurt which is rich in protein and has probiotic features that are good for digestion. Greek Yogurt Smoothies are also rich in calcium and help protect bones. This Smoothie is a great addition to your diet if you're looking to lose weight but don't want to give up tasty foods! Explore the range of delicious Greek Yogurt flavours and Yogurt Smoothies from Yoghino only on Big Basket., , ,"Indo Nippon food PVT. LTD Plot No. 16-A,  K I A D B Industrial Area,  Tamaka,  Kolar - 563103 and CHILLED CAFE and FOODS PRIVATE LIMITED,  No 837,  KN Extension,  3rd Cross Road,  Yeshwanthpur,  Bengaluru Urban,  Bengaluru - 560022",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40269261_1-yoghino-milk-yogurt-smoothie-blueberry-rich-in-protein-good-for-digestion.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40269261-2_1-yoghino-milk-yogurt-smoothie-blueberry-rich-in-protein-good-for-digestion.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40269261-3_1-yoghino-milk-yogurt-smoothie-blueberry-rich-in-protein-good-for-digestion.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40269261-4_1-yoghino-milk-yogurt-smoothie-blueberry-rich-in-protein-good-for-digestion.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40269261-5_1-yoghino-milk-yogurt-smoothie-blueberry-rich-in-protein-good-for-digestion.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40269261-6_1-yoghino-milk-yogurt-smoothie-blueberry-rich-in-protein-good-for-digestion.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40269261-7_1-yoghino-milk-yogurt-smoothie-blueberry-rich-in-protein-good-for-digestion.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40269261-8_1-yoghino-milk-yogurt-smoothie-blueberry-rich-in-protein-good-for-digestion.jpg,,,,Yoghino,1,1,'8908019734058,'11222331000583, , , , , , , , , , , , , , , , ,"Pasteurized Toned Milk, Permitted Active Live Cultures(S. Thermophilus, L.BacillusDelbrueckii Subsp. Bulgaricus), Blueberry Prep.[ Sugar, Blueberry Fruit Crush, Water, Stabilizer (Pectin INS440), Lemon Juice Concentrate, Natural Flavoring Substances, Natural Colours(INS163)]",,"Indo Nippon food PVT. LTD Plot No. 16-A, K I A D B Industrial Area, Tamaka, Kolar - 563103 and CHILLED CAFE and FOODS PRIVATE LIMITED, No 837, KN Extension, 3rd Cross Road, Yeshwanthpur, Bengaluru Urban, Bengaluru - 560022","As per 100 g -

Energy 93.1 kcal
Total fat 2.48 g
Saturated Fat 1.60 g
Trans Fat &lt;0.05 g
Cholesterol 3.62 mg
Protein 2.94 g
Total Carbohydrate 15.7 g
Natural Sugar 4.85 g
Added Sugar 9.76 g
Sodium 33.5 mg
Calcium 103.6 mg"
EU00000783,RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-11,"AKSHAYAKALPA Cheddar Cheese - Smoked,  Handcrafted Artisan Organic,  200 g Pouch",200 g Pouch,grams,280,238,"Cheddar cheese is the most popular type of cheese in the UK. Akshayakalpa Smoked Cheddar is handcrafted, organic, and an absolute delight for cheese lovers. No preservatives, artificial additives or flavouring, and emulsifiers are used in this mild cheddar cheese.Made using 100% pure and organic cow milk, our Artisan Organic Cheddar proves to be a nutritious addition to your daily meals. ? Unlike industrial methods where artificial emulsifiers and preservatives are used, our cheese is preserved using 100% natural Himalayan Pink Salt for longer life. ? The milk used to make this delectable cheese is produced by our well-nourished, stress-free and healthy cows. Our cattle are fed pesticide-free fodder and allowed to roam freely in open paddock areas which have an abundance of organic pasture and clean drinking water. ? Made using the artisanal method, we add microbial rennet to produce fresh cheddar instead of animal rennet. The cheese blocks are aged for 3 months in ripening rooms where extensive checks are conducted every day to keep them mould-free.Cheese crackers or cheese balls, this smoked cheddar adds creamy, earthy goodness to all your dishes. Italian or continental, add it to any cuisine and make it a smoky delicacy.", , ,"Akshayakalpa Farms and Foods Pvt Ltd,  Kodihally,  Anathi Gramapanchayath,  Bagur(H),  C. R. Patna Tq,  Hassan Dist.,  573131",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40131637_1-akshayakalpa-cheese-organic-cheddar-smoked.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40131637-2_1-akshayakalpa-cheese-organic-cheddar-smoked.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40131637-3_1-akshayakalpa-cheese-organic-cheddar-smoked.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40131637-4_1-akshayakalpa-cheese-organic-cheddar-smoked.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40131637-5_1-akshayakalpa-cheese-organic-cheddar-smoked.jpg,,,,,,,AKSHAYAKALPA,1,1,'40131637,, , , , , , , , , , , , , , , , ,"Milk, Culture, Enzymes, Himalayan Salt",Refrigerated at 4 Degree C,"Akshayakalpa Farms and Foods Pvt Ltd, Kodihally, Anathi Gramapanchayath, Bagur(H), C. R. Patna Tq, Hassan Dist., 573131",
EU00000784,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,"Britannia Winkin' Cow Vanillicious Thick Milk Shake, 4X200 mlMultipack",4 x 200 ml Multipack,ML,160,129.6,"Nothing spells deliciousness like the pleasing flavour of vanilla! Britannia takes the power of milk proteins and calcium for a vanillicious makeover and we get our yummy, energising drink - Winkinâ Cow Vanilla Thick Shake.Fitness enthusiasts, hereâs your ideal choice for a healthy drink! Make your mornings a more interesting affair. Swap your regular glass of milk with this tasty drink and set the tone of your day with a sweet adventure. Vanilla, being a big hit amongst kids too, you wonât have to run around to get your little one drink his daily dose of calcium. Have a vanillicious day ahead!", , ,"Schreiber Dynamix Dairies Pvt. Ltd.,  E-94,  MIDC,  Bhigwan Road,  Baramati,  Pune - 413 133,  Maharashtra",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1209048_3-britannia-winkin-cow-vanillicious-thick-milk-shake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1209048-2_2-britannia-winkin-cow-vanillicious-thick-milk-shake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1209048-3_2-britannia-winkin-cow-vanillicious-thick-milk-shake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1209048-4_2-britannia-winkin-cow-vanillicious-thick-milk-shake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1209048-5_2-britannia-winkin-cow-vanillicious-thick-milk-shake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1209048-6_1-britannia-winkin-cow-vanillicious-thick-milk-shake.jpg,,,,,,Britannia,4,1,1209048,"10015043001129, 10012022000264, 10012022000036", , , , , , , , , , , , , , , , ,"Toned Milk, Sugar, Water, Emulsifier, Stabilisers, Acidity Regulator, Iodised Salt.",Ready to drink.,"Britannia Industries Limited, Prestige Shantiniketan, Tower C, 16th and 17th Floor, Whitefield Main Road Mahadevapura, Bangalore",
EU00000785,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,"Britannia Winkin' Cow Vanillicious Thick Milk Shake, 200 ml",200 ml ,ML,40,36,"Nothing spells deliciousness like the pleasing flavour of vanilla! Britannia takes the power of milk proteins and calcium for a vanillicious makeover and we get our yummy, energising drink - Winkinâ Cow Vanilla Thick Shake.Fitness enthusiasts, hereâs your ideal choice for a healthy drink! Make your mornings a more interesting affair. Swap your regular glass of milk with this tasty drink and set the tone of your day with a sweet adventure. Vanilla, being a big hit amongst kids too, you wonât have to run around to get your little one drink his daily dose of calcium. Have a vanillicious day ahead!", , ,"Schreiber Dynamix Dairies Pvt. Ltd.,  E-94,  MIDC,  Bhigwan Road,  Baramati,  Pune - 413 133,  Maharashtra",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1209048_3-britannia-winkin-cow-vanillicious-thick-milk-shake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1209048-2_2-britannia-winkin-cow-vanillicious-thick-milk-shake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1209048-3_2-britannia-winkin-cow-vanillicious-thick-milk-shake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1209048-4_2-britannia-winkin-cow-vanillicious-thick-milk-shake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1209048-5_2-britannia-winkin-cow-vanillicious-thick-milk-shake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1209048-6_1-britannia-winkin-cow-vanillicious-thick-milk-shake.jpg,,,,,,Britannia,1,1,'1209048,"'10015043001129, 10012022000264, 10012022000036", , , , , , , , , , , , , , , , ,"Toned Milk, Sugar, Water, Emulsifier, Stabilisers, Acidity Regulator, Iodised Salt.",Ready to drink.,"Britannia Industries Limited, Prestige Shantiniketan, Tower C, 16th and 17th Floor, Whitefield Main Road Mahadevapura, Bangalore",
EU00000786,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,"Heritage Flavoured Milk - Pista,  200 ml Bottle",200 ml Bottle,ML,30,28,Heritage Flavoured Milk - Pista has the honesty of milk with the luscious flavour of pistachios. Throughout summers a tumbler of chilled Heritage Pista Flavoured Milk is all you want to strike the heat., , ,"Heritage Foods Ltd,  6-3-541/C,  Panjagutta,  Hyderabad-82",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_264229_1-heritage-flavoured-milk-pista.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_264229-2_1-heritage-flavoured-milk-pista.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_264229-3_1-heritage-flavoured-milk-pista.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_264229-4_1-heritage-flavoured-milk-pista.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_264229-5_1-heritage-flavoured-milk-pista.jpg,,,,,,,Heritage,1,1,'8904089927369,'10014047000258, , , , , , , , , , , , , , , , ,"Double toned milk, sugar and added Flavour.","During summers a glass of chilled Heritage Pista Flavoured Milk is all you need to beat the heat. Heritage price is also quite reasonable. So, there is no reason why you shouldnt have this healthy drink. Buy Heritage flavoured milk online now!",,
EU00000787,RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-11,"The Laughing Cow Cheese Block, 2X200 gMultipack",2 x 200 g Multipack,grams,330,282.15,"The Laughing Cow block is a tasty and creamy cheese block which is full of melty cheesy deliciousness. Whenever you need, The Laughing Cow block is your cheesy friend. You can cut, grate or melt it. Melt it to make a deliciously creamy sauce or grate it as a topping and add cheesy goodness to anything you are making. It is a source of 5 daily nutrients: Calcium is essential for you to grow strong bones. Vitamin D is the best friend of the bones as it helps them to absorb calcium. While Vitamin A helps maintain a healthy immune system and normal vision, Vitamin B contributes to the normal functioning of the nervous system. Protein helps in healthy growth of the body and mind.", , ,Schreiber Dynamix Dairies Pvt. Ltd.,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1213549_3-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-2_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-3_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-4_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-5_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-6_2-the-laughing-cow-cheese-block.jpg,,,,,,The Laughing Cow,2,1,1213549,1.00E+13, , , , , , , , , , , , , , , , ,"Cheese, Water, Milk Solids, Emulsifiers (INS 331 (III), INS 452 (I)), Iodized Salt, Vitamins and Mineral Premix (Mineral Calcium Triphosphate, Vitamin A, Vitamin B12, Vitamin D2), Acidity Regulator (INS 260), Preservative (INS 200).","Add cheesy goodness to anything you want with The Laughing Cow block. You can cut, melt or grate the block.","Fromageries Bel India Pvt. Ltd. Office No 1 , 3rd Floor ,The Centrium , Phoenix Market City , LBS Marg, Kurla (West) , Mumbai-400070",
EU00000788,RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-11,"The Laughing Cow Cheese Block, 2X400 gMultipack",2 x 400 g Multipack,grams,620,500.65,"The Laughing Cow block is a tasty and creamy cheese block which is full of melty cheesy deliciousness. Whenever you need, The Laughing Cow block is your cheesy friend. You can cut, grate or melt it. Melt it to make a deliciously creamy sauce or grate it as a topping and add cheesy goodness to anything you are making. It is a source of 5 daily nutrients: Calcium is essential for you to grow strong bones. Vitamin D is the best friend of the bones as it helps them to absorb calcium. While Vitamin A helps maintain a healthy immune system and normal vision, Vitamin B contributes to the normal functioning of the nervous system. Protein helps in healthy growth of the body and mind.", , ,Schreiber Dynamix Dairies Pvt. Ltd.,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1213549_3-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-2_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-3_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-4_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-5_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-6_2-the-laughing-cow-cheese-block.jpg,,,,,,The Laughing Cow,2,1,1213549,1.00E+13, , , , , , , , , , , , , , , , ,"Cheese, Water, Milk Solids, Emulsifiers (INS 331 (III), INS 452 (I)), Iodized Salt, Vitamins and Mineral Premix (Mineral Calcium Triphosphate, Vitamin A, Vitamin B12, Vitamin D2), Acidity Regulator (INS 260), Preservative (INS 200).","Add cheesy goodness to anything you want with The Laughing Cow block. You can cut, melt or grate the block.","Fromageries Bel India Pvt. Ltd. Office No 1 , 3rd Floor ,The Centrium , Phoenix Market City , LBS Marg, Kurla (West) , Mumbai-400070",
EU00000789,RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-11,"The Laughing Cow Cheese Block, 200 g",200 g ,grams,165,148.5,"The Laughing Cow block is a tasty and creamy cheese block which is full of melty cheesy deliciousness. Whenever you need, The Laughing Cow block is your cheesy friend. You can cut, grate or melt it. Melt it to make a deliciously creamy sauce or grate it as a topping and add cheesy goodness to anything you are making. It is a source of 5 daily nutrients: Calcium is essential for you to grow strong bones. Vitamin D is the best friend of the bones as it helps them to absorb calcium. While Vitamin A helps maintain a healthy immune system and normal vision, Vitamin B contributes to the normal functioning of the nervous system. Protein helps in healthy growth of the body and mind.", , ,Schreiber Dynamix Dairies Pvt. Ltd.,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1213549_3-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-2_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-3_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-4_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-5_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-6_2-the-laughing-cow-cheese-block.jpg,,,,,,The Laughing Cow,1,1,'1213549,'10018022007783, , , , , , , , , , , , , , , , ,"Cheese, Water, Milk Solids, Emulsifiers (INS 331 (III), INS 452 (I)), Iodized Salt, Vitamins and Mineral Premix (Mineral Calcium Triphosphate, Vitamin A, Vitamin B12, Vitamin D2), Acidity Regulator (INS 260), Preservative (INS 200).","Add cheesy goodness to anything you want with The Laughing Cow block. You can cut, melt or grate the block.","Fromageries Bel India Pvt. Ltd. Office No 1 , 3rd Floor ,The Centrium , Phoenix Market City , LBS Marg, Kurla (West) , Mumbai-400070",
EU00000790,RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-11,"The Laughing Cow Cheese Block, 400 g",400 g ,grams,310,263.5,"The Laughing Cow block is a tasty and creamy cheese block which is full of melty cheesy deliciousness. Whenever you need, The Laughing Cow block is your cheesy friend. You can cut, grate or melt it. Melt it to make a deliciously creamy sauce or grate it as a topping and add cheesy goodness to anything you are making. It is a source of 5 daily nutrients: Calcium is essential for you to grow strong bones. Vitamin D is the best friend of the bones as it helps them to absorb calcium. While Vitamin A helps maintain a healthy immune system and normal vision, Vitamin B contributes to the normal functioning of the nervous system. Protein helps in healthy growth of the body and mind.", , ,Schreiber Dynamix Dairies Pvt. Ltd.,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1213549_3-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-2_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-3_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-4_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-5_2-the-laughing-cow-cheese-block.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_1213549-6_2-the-laughing-cow-cheese-block.jpg,,,,,,The Laughing Cow,1,1,'1213549,'10018022007783, , , , , , , , , , , , , , , , ,"Cheese, Water, Milk Solids, Emulsifiers (INS 331 (III), INS 452 (I)), Iodized Salt, Vitamins and Mineral Premix (Mineral Calcium Triphosphate, Vitamin A, Vitamin B12, Vitamin D2), Acidity Regulator (INS 260), Preservative (INS 200).","Add cheesy goodness to anything you want with The Laughing Cow block. You can cut, melt or grate the block.","Fromageries Bel India Pvt. Ltd. Office No 1 , 3rd Floor ,The Centrium , Phoenix Market City , LBS Marg, Kurla (West) , Mumbai-400070",
EU00000791,RET,RET-10,RET-10-11,RET-10-11-13,RET-10-11-13-10,"Soyfit Tofu Supreme - Regular,  200 g",200 g ,grams,120,102,soya paneer. Substitute to normal milk paneer with zero cholesterol and high protien. No Refrigeration Required., , ,"Vega Industries ,  Unit No.2 and 3 Dewan and Shah Ind.Est.No. Navghar Vasai (East)",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40103758_2-soyfit-tofu-supreme-regular.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40103758-2_2-soyfit-tofu-supreme-regular.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40103758-3_1-soyfit-tofu-supreme-regular.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40103758-4_1-soyfit-tofu-supreme-regular.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40103758-5_1-soyfit-tofu-supreme-regular.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40103758-6_1-soyfit-tofu-supreme-regular.jpg,,,,,,Soyfit,1,1,'40103758,'11515018000578, , , , , , , , , , , , , , , , ,"soyabean, water and coagulant",,"Vega Industries , Unit No.2 and 3 Dewan and Shah Ind.Est.No. Navghar Vasai (East)",
EU00000792,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,"Paper Boat Chocolate Milkshake, 180 mlDoy",180 ml Doy,ML,35,35,"A cult favourite! Who can ever say no to chocolate, right? No birthday party, picnic, or family gathering was ever complete without a rich chocolate shake. Enjoyed by the kids and adults of the family alike, this delicious source of Vitamin D along with milk is really good for immunity. Besides, it was and always will be a family approved treat!", , ,"Hector Beverages pvt ltd 330,  Finchley Castle,  Outer Circle,  Dodsworth Layout,  Whitefield,  Bengaluru,  Karnataka 560066",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40165699_7-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-2_7-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-3_6-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-4_6-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-5_6-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-6_5-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-7_5-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-8_5-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-9_5-paper-boat-chocolate-milkshake.jpg,,,Paper Boat,1,1,'40165699,'10012064000017, , , , , , , , , , , , , , , , ,"Pasteurized Toned Milk (77%), 
Sugar, 
Water, Cocoa Powder (1.4%), Milk Solids, Emulsifier (Mono And Diglycerides Of Fatty Acids), Acidity Regulators (Disodium Ortho Phosphate Tri Sodium Citrate), Stabilizers (Carrageenan And Guar Gum) And Vitamin D2 (Ergocalciferol).
Contains Added Flavours (nature-identical Flavouring Substances).",Ready to drink.,"Hector Beverages pvt ltd 330, Finchley Castle, Outer Circle, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560066",
EU00000793,RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-10,"Paper Boat Chocolate Milkshake, 4X180 mlMultipack",4 x 180 ml Multipack,ML,140,140,"A cult favourite! Who can ever say no to chocolate, right? No birthday party, picnic, or family gathering was ever complete without a rich chocolate shake. Enjoyed by the kids and adults of the family alike, this delicious source of Vitamin D along with milk is really good for immunity. Besides, it was and always will be a family approved treat!", , ,"Hector Beverages pvt ltd 330,  Finchley Castle,  Outer Circle,  Dodsworth Layout,  Whitefield,  Bengaluru,  Karnataka 560066",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40165699_7-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-2_7-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-3_6-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-4_6-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-5_6-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-6_5-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-7_5-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-8_5-paper-boat-chocolate-milkshake.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40165699-9_5-paper-boat-chocolate-milkshake.jpg,,,Paper Boat,4,1,40165699,1.00E+13, , , , , , , , , , , , , , , , ,"Pasteurized Toned Milk (77%), 
Sugar, 
Water, Cocoa Powder (1.4%), Milk Solids, Emulsifier (Mono And Diglycerides Of Fatty Acids), Acidity Regulators (Disodium Ortho Phosphate Tri Sodium Citrate), Stabilizers (Carrageenan And Guar Gum) And Vitamin D2 (Ergocalciferol).
Contains Added Flavours (nature-identical Flavouring Substances).",Ready to drink.,"Hector Beverages pvt ltd 330, Finchley Castle, Outer Circle, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560066",
